[2026-06-26 12:41:40,753] INFO in logger: Logger initialised.
[2026-06-26 12:41:41,508] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:42,160] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:41:47,501] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:47,976] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:51,513] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:52,919] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:41:54,281] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:54,290] INFO in loan_service: Loan application #1 created by user #1 (credit score 742)
[2026-06-26 12:41:55,707] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:57,063] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:58,507] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:41:59,896] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:01,003] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:02,257] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:03,593] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:03,604] INFO in loan_service: Loan application #1 created by user #1 (credit score 326)
[2026-06-26 12:42:03,607] INFO in loan_service: Loan application #2 created by user #1 (credit score 578)
[2026-06-26 12:42:05,037] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:05,530] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:05,538] INFO in loan_service: Loan application #1 created by user #1 (credit score 426)
[2026-06-26 12:42:06,900] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:07,360] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:07,366] INFO in loan_service: Loan application #1 created by user #1 (credit score 700)
[2026-06-26 12:42:08,750] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:10,200] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:10,687] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:10,693] INFO in loan_service: Loan application #1 created by user #1 (credit score 396)
[2026-06-26 12:42:10,697] INFO in audit_service: Audit entry created — loan #1 approved by officer #2
[2026-06-26 12:42:10,700] INFO in loan_service: Loan #1 approved by officer #2
[2026-06-26 12:42:12,041] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:12,476] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:12,481] INFO in loan_service: Loan application #1 created by user #1 (credit score 677)
[2026-06-26 12:42:12,485] INFO in audit_service: Audit entry created — loan #1 rejected by officer #2
[2026-06-26 12:42:12,487] INFO in loan_service: Loan #1 rejected by officer #2
[2026-06-26 12:42:13,906] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:14,339] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:14,345] INFO in loan_service: Loan application #1 created by user #1 (credit score 356)
[2026-06-26 12:42:14,349] INFO in audit_service: Audit entry created — loan #1 approved by officer #2
[2026-06-26 12:42:14,350] INFO in loan_service: Loan #1 approved by officer #2
[2026-06-26 12:42:15,710] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:16,174] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:16,181] INFO in loan_service: Loan application #1 created by user #1 (credit score 555)
[2026-06-26 12:42:17,495] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:18,825] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:19,252] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:19,257] INFO in loan_service: Loan application #1 created by user #1 (credit score 381)
[2026-06-26 12:42:19,261] INFO in audit_service: Audit entry created — loan #1 approved by officer #2
[2026-06-26 12:42:19,262] INFO in loan_service: Loan #1 approved by officer #2
[2026-06-26 12:42:20,630] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 12:42:21,070] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 12:42:21,076] INFO in loan_service: Loan application #1 created by user #1 (credit score 371)
[2026-06-26 13:34:36,494] INFO in logger: Logger initialised.
[2026-06-26 13:34:37,192] INFO in auth_service: User logged in: customer@test.com
